Mode,M,N,k,MPI_Ranks,OMP_Threads,Run,ParallelTime,SequentialTime,RelativeError,GFLOPS,SpeedUp
Opt_Hybrid,2000,8000,20,2,20,5,0.004922,0.000000,0.00e+00,130.0324,0.0000
Opt_Hybrid,2000,8000,20,4,10,1,0.006048,0.180460,1.07e-14,105.8152,29.8366
Opt_Hybrid,2000,8000,20,4,10,2,0.005991,0.000000,0.00e+00,106.8326,0.0000
Opt_Hybrid,2000,8000,20,4,10,3,0.006046,0.000000,0.00e+00,105.8605,0.0000
Opt_Hybrid,2000,8000,20,4,10,4,0.006014,0.000000,0.00e+00,106.4104,0.0000
Opt_Hybrid,2000,8000,20,4,10,5,0.005953,0.000000,0.00e+00,107.5119,0.0000
Opt_Hybrid,2000,8000,20,8,5,1,0.014281,0.178621,1.07e-14,44.8159,12.5079
Opt_Hybrid,2000,8000,20,8,5,2,0.014599,0.000000,0.00e+00,43.8394,0.0000
Opt_Hybrid,2000,8000,20,8,5,3,0.016272,0.000000,0.00e+00,39.3321,0.0000
Opt_Hybrid,2000,8000,20,8,5,4,0.015790,0.000000,0.00e+00,40.5309,0.0000
Opt_Hybrid,2000,8000,20,8,5,5,0.016499,0.000000,0.00e+00,38.7913,0.0000
Serial,2000,8000,32,1,1,1,0.204368,0.250078,0.00e+00,5.0106,1.2237
Serial,2000,8000,32,1,1,2,0.205566,0.000000,0.00e+00,4.9814,0.0000
Serial,2000,8000,32,1,1,3,0.205100,0.000000,0.00e+00,4.9927,0.0000
Serial,2000,8000,32,1,1,4,0.201670,0.000000,0.00e+00,5.0776,0.0000
Serial,2000,8000,32,1,1,5,0.204317,0.000000,0.00e+00,5.0118,0.0000
Naive_SMP,2000,8000,32,1,40,1,0.211082,0.250160,0.00e+00,4.8512,1.1851
Naive_SMP,2000,8000,32,1,40,2,0.210517,0.000000,0.00e+00,4.8642,0.0000
Naive_SMP,2000,8000,32,1,40,3,0.212053,0.000000,0.00e+00,4.8290,0.0000
Naive_SMP,2000,8000,32,1,40,4,0.206178,0.000000,0.00e+00,4.9666,0.0000
Naive_SMP,2000,8000,32,1,40,5,0.206576,0.000000,0.00e+00,4.9570,0.0000
Naive_Hybrid,2000,8000,32,2,20,1,0.013744,0.248335,0.00e+00,74.5070,18.0690
Naive_Hybrid,2000,8000,32,2,20,2,0.013665,0.000000,0.00e+00,74.9344,0.0000
Naive_Hybrid,2000,8000,32,2,20,3,0.014151,0.000000,0.00e+00,72.3649,0.0000
Naive_Hybrid,2000,8000,32,2,20,4,0.013958,0.000000,0.00e+00,73.3614,0.0000
Naive_Hybrid,2000,8000,32,2,20,5,0.013767,0.000000,0.00e+00,74.3783,0.0000
Opt_SMP,2000,8000,32,1,40,1,0.143350,0.248716,0.00e+00,7.1434,1.7350
Opt_SMP,2000,8000,32,1,40,2,0.142327,0.000000,0.00e+00,7.1947,0.0000
Opt_SMP,2000,8000,32,1,40,3,0.140542,0.000000,0.00e+00,7.2861,0.0000
Opt_SMP,2000,8000,32,1,40,4,0.143662,0.000000,0.00e+00,7.1278,0.0000
Opt_SMP,2000,8000,32,1,40,5,0.144134,0.000000,0.00e+00,7.1045,0.0000
Opt_Hybrid,2000,8000,32,2,20,1,0.008608,0.251476,0.00e+00,118.9566,29.2136
Opt_Hybrid,2000,8000,32,2,20,2,0.008372,0.000000,0.00e+00,122.3176,0.0000
Opt_Hybrid,2000,8000,32,2,20,3,0.008554,0.000000,0.00e+00,119.7111,0.0000
Opt_Hybrid,2000,8000,32,2,20,4,0.008440,0.000000,0.00e+00,121.3286,0.0000
Opt_Hybrid,2000,8000,32,2,20,5,0.008146,0.000000,0.00e+00,125.7019,0.0000
Opt_Hybrid,2000,8000,32,4,10,1,0.010532,0.258174,1.34e-14,97.2306,24.5140
Opt_Hybrid,2000,8000,32,4,10,2,0.010517,0.000000,0.00e+00,97.3682,0.0000
Opt_Hybrid,2000,8000,32,4,10,3,0.010328,0.000000,0.00e+00,99.1505,0.0000
Opt_Hybrid,2000,8000,32,4,10,4,0.010512,0.000000,0.00e+00,97.4163,0.0000
Opt_Hybrid,2000,8000,32,4,10,5,0.010470,0.000000,0.00e+00,97.8052,0.0000
Opt_Hybrid,2000,8000,32,8,5,1,0.025697,0.271381,1.34e-14,39.8482,10.5606
Opt_Hybrid,2000,8000,32,8,5,2,0.023625,0.000000,0.00e+00,43.3445,0.0000
Opt_Hybrid,2000,8000,32,8,5,3,0.024649,0.000000,0.00e+00,41.5427,0.0000
Opt_Hybrid,2000,8000,32,8,5,4,0.023999,0.000000,0.00e+00,42.6686,0.0000
Opt_Hybrid,2000,8000,32,8,5,5,0.025799,0.000000,0.00e+00,39.6915,0.0000
Serial,4000,1000,3,1,1,1,0.008708,0.011777,0.00e+00,2.7562,1.3525
Serial,4000,1000,3,1,1,2,0.008731,0.000000,0.00e+00,2.7487,0.0000
Serial,4000,1000,3,1,1,3,0.008668,0.000000,0.00e+00,2.7689,0.0000
Serial,4000,1000,3,1,1,4,0.008732,0.000000,0.00e+00,2.7485,0.0000
Serial,4000,1000,3,1,1,5,0.008979,0.000000,0.00e+00,2.6728,0.0000
Naive_SMP,4000,1000,3,1,40,1,0.011054,0.011961,0.00e+00,2.1712,1.0821
Naive_SMP,4000,1000,3,1,40,2,0.011349,0.000000,0.00e+00,2.1148,0.0000
Naive_SMP,4000,1000,3,1,40,3,0.011402,0.000000,0.00e+00,2.1049,0.0000
Naive_SMP,4000,1000,3,1,40,4,0.010870,0.000000,0.00e+00,2.2078,0.0000
Naive_SMP,4000,1000,3,1,40,5,0.010820,0.000000,0.00e+00,2.2181,0.0000
Naive_Hybrid,4000,1000,3,2,20,1,0.000717,0.011792,0.00e+00,33.4713,16.4457
Naive_Hybrid,4000,1000,3,2,20,2,0.000713,0.000000,0.00e+00,33.6746,0.0000
Naive_Hybrid,4000,1000,3,2,20,3,0.000656,0.000000,0.00e+00,36.5874,0.0000
Naive_Hybrid,4000,1000,3,2,20,4,0.000683,0.000000,0.00e+00,35.1265,0.0000
Naive_Hybrid,4000,1000,3,2,20,5,0.000732,0.000000,0.00e+00,32.7714,0.0000
Opt_SMP,4000,1000,3,1,40,1,0.008888,0.011755,0.00e+00,2.7002,1.3226
Opt_SMP,4000,1000,3,1,40,2,0.008741,0.000000,0.00e+00,2.7456,0.0000
Opt_SMP,4000,1000,3,1,40,3,0.008940,0.000000,0.00e+00,2.6845,0.0000
Opt_SMP,4000,1000,3,1,40,4,0.008789,0.000000,0.00e+00,2.7306,0.0000
Opt_SMP,4000,1000,3,1,40,5,0.008796,0.000000,0.00e+00,2.7287,0.0000
Opt_Hybrid,4000,1000,3,2,20,1,0.000506,0.011865,0.00e+00,47.3848,23.4256
Opt_Hybrid,4000,1000,3,2,20,2,0.000506,0.000000,0.00e+00,47.4346,0.0000
Opt_Hybrid,4000,1000,3,2,20,3,0.000501,0.000000,0.00e+00,47.8755,0.0000
Opt_Hybrid,4000,1000,3,2,20,4,0.000509,0.000000,0.00e+00,47.1650,0.0000
Opt_Hybrid,4000,1000,3,2,20,5,0.000505,0.000000,0.00e+00,47.5347,0.0000
Opt_Hybrid,4000,1000,3,4,10,1,0.000505,0.012465,2.19e-15,47.5256,24.6843
Opt_Hybrid,4000,1000,3,4,10,2,0.000525,0.000000,0.00e+00,45.6961,0.0000
Opt_Hybrid,4000,1000,3,4,10,3,0.000504,0.000000,0.00e+00,47.6602,0.0000
Opt_Hybrid,4000,1000,3,4,10,4,0.000508,0.000000,0.00e+00,47.2661,0.0000
Opt_Hybrid,4000,1000,3,4,10,5,0.000535,0.000000,0.00e+00,44.8578,0.0000
Opt_Hybrid,4000,1000,3,8,5,1,0.003708,0.012367,2.19e-15,6.4720,3.3349
Opt_Hybrid,4000,1000,3,8,5,2,0.005499,0.000000,0.00e+00,4.3647,0.0000
Opt_Hybrid,4000,1000,3,8,5,3,0.004299,0.000000,0.00e+00,5.5825,0.0000
Opt_Hybrid,4000,1000,3,8,5,4,0.002248,0.000000,0.00e+00,10.6773,0.0000
Opt_Hybrid,4000,1000,3,8,5,5,0.004499,0.000000,0.00e+00,5.3346,0.0000
Serial,4000,1000,6,1,1,1,0.011958,0.015552,0.00e+00,4.0141,1.3006
Serial,4000,1000,6,1,1,2,0.012208,0.000000,0.00e+00,3.9318,0.0000
Serial,4000,1000,6,1,1,3,0.011812,0.000000,0.00e+00,4.0638,0.0000
Serial,4000,1000,6,1,1,4,0.011778,0.000000,0.00e+00,4.0753,0.0000
Serial,4000,1000,6,1,1,5,0.011859,0.000000,0.00e+00,4.0474,0.0000
Naive_SMP,4000,1000,6,1,40,1,0.014740,0.015779,0.00e+00,3.2564,1.0705
Naive_SMP,4000,1000,6,1,40,2,0.014839,0.000000,0.00e+00,3.2347,0.0000
Naive_SMP,4000,1000,6,1,40,3,0.015240,0.000000,0.00e+00,3.1496,0.0000
Naive_SMP,4000,1000,6,1,40,4,0.015407,0.000000,0.00e+00,3.1156,0.0000
Naive_SMP,4000,1000,6,1,40,5,0.015392,0.000000,0.00e+00,3.1185,0.0000
Naive_Hybrid,4000,1000,6,2,20,1,0.000973,0.016653,0.00e+00,49.3513,17.1220
Naive_Hybrid,4000,1000,6,2,20,2,0.000974,0.000000,0.00e+00,49.2645,0.0000
Naive_Hybrid,4000,1000,6,2,20,3,0.000949,0.000000,0.00e+00,50.5929,0.0000
Naive_Hybrid,4000,1000,6,2,20,4,0.000955,0.000000,0.00e+00,50.2613,0.0000
Naive_Hybrid,4000,1000,6,2,20,5,0.000957,0.000000,0.00e+00,50.1594,0.0000
Opt_SMP,4000,1000,6,1,40,1,0.011139,0.015765,0.00e+00,4.3093,1.4153
Opt_SMP,4000,1000,6,1,40,2,0.011012,0.000000,0.00e+00,4.3588,0.0000
Opt_SMP,4000,1000,6,1,40,3,0.011272,0.000000,0.00e+00,4.2583,0.0000
Opt_SMP,4000,1000,6,1,40,4,0.011300,0.000000,0.00e+00,4.2476,0.0000
Opt_SMP,4000,1000,6,1,40,5,0.011303,0.000000,0.00e+00,4.2466,0.0000
Opt_Hybrid,4000,1000,6,2,20,1,0.000701,0.015958,0.00e+00,68.4976,22.7728
Opt_Hybrid,4000,1000,6,2,20,2,0.000709,0.000000,0.00e+00,67.6965,0.0000
Opt_Hybrid,4000,1000,6,2,20,3,0.000703,0.000000,0.00e+00,68.2436,0.0000
Opt_Hybrid,4000,1000,6,2,20,4,0.000702,0.000000,0.00e+00,68.3923,0.0000
Opt_Hybrid,4000,1000,6,2,20,5,0.000702,0.000000,0.00e+00,68.3875,0.0000
Opt_Hybrid,4000,1000,6,4,10,1,0.000725,0.015994,1.86e-15,66.1962,22.0567
Opt_Hybrid,4000,1000,6,4,10,2,0.000710,0.000000,0.00e+00,67.5849,0.0000
Opt_Hybrid,4000,1000,6,4,10,3,0.000718,0.000000,0.00e+00,66.8925,0.0000
Opt_Hybrid,4000,1000,6,4,10,4,0.000714,0.000000,0.00e+00,67.1998,0.0000
Opt_Hybrid,4000,1000,6,4,10,5,0.000814,0.000000,0.00e+00,58.9467,0.0000
Opt_Hybrid,4000,1000,6,8,5,1,0.003628,0.017648,1.86e-15,13.2290,4.8640
Opt_Hybrid,4000,1000,6,8,5,2,0.003591,0.000000,0.00e+00,13.3672,0.0000
Opt_Hybrid,4000,1000,6,8,5,3,0.003599,0.000000,0.00e+00,13.3365,0.0000
Opt_Hybrid,4000,1000,6,8,5,4,0.007488,0.000000,0.00e+00,6.4101,0.0000
Opt_Hybrid,4000,1000,6,8,5,5,0.005498,0.000000,0.00e+00,8.7308,0.0000
Serial,4000,1000,8,1,1,1,0.011057,0.018702,0.00e+00,5.7884,1.6915
Serial,4000,1000,8,1,1,2,0.011018,0.000000,0.00e+00,5.8088,0.0000
Serial,4000,1000,8,1,1,3,0.011017,0.000000,0.00e+00,5.8091,0.0000
Serial,4000,1000,8,1,1,4,0.011128,0.000000,0.00e+00,5.7514,0.0000
Serial,4000,1000,8,1,1,5,0.010940,0.000000,0.00e+00,5.8499,0.0000
Naive_SMP,4000,1000,8,1,40,1,0.017236,0.018791,0.00e+00,3.7131,1.0902
Naive_SMP,4000,1000,8,1,40,2,0.017334,0.000000,0.00e+00,3.6921,0.0000
Naive_SMP,4000,1000,8,1,40,3,0.017132,0.000000,0.00e+00,3.7358,0.0000
Naive_SMP,4000,1000,8,1,40,4,0.017260,0.000000,0.00e+00,3.7081,0.0000
Naive_SMP,4000,1000,8,1,40,5,0.017936,0.000000,0.00e+00,3.5683,0.0000
Naive_Hybrid,4000,1000,8,2,20,1,0.001192,0.019972,0.00e+00,53.6693,16.7483
Naive_Hybrid,4000,1000,8,2,20,2,0.001126,0.000000,0.00e+00,56.8350,0.0000
Naive_Hybrid,4000,1000,8,2,20,3,0.001190,0.000000,0.00e+00,53.7654,0.0000
Naive_Hybrid,4000,1000,8,2,20,4,0.001129,0.000000,0.00e+00,56.6710,0.0000
Naive_Hybrid,4000,1000,8,2,20,5,0.001123,0.000000,0.00e+00,56.9858,0.0000
Opt_SMP,4000,1000,8,1,40,1,0.009251,0.018870,0.00e+00,6.9185,2.0399
Opt_SMP,4000,1000,8,1,40,2,0.009286,0.000000,0.00e+00,6.8918,0.0000
Opt_SMP,4000,1000,8,1,40,3,0.009048,0.000000,0.00e+00,7.0730,0.0000
Opt_SMP,4000,1000,8,1,40,4,0.009096,0.000000,0.00e+00,7.0359,0.0000
Opt_SMP,4000,1000,8,1,40,5,0.009000,0.000000,0.00e+00,7.1112,0.0000
Opt_Hybrid,4000,1000,8,2,20,1,0.000574,0.019038,0.00e+00,111.5880,33.1936
Opt_Hybrid,4000,1000,8,2,20,2,0.000582,0.000000,0.00e+00,109.9086,0.0000
Opt_Hybrid,4000,1000,8,2,20,3,0.000574,0.000000,0.00e+00,111.5172,0.0000
Opt_Hybrid,4000,1000,8,2,20,4,0.000577,0.000000,0.00e+00,110.9263,0.0000
Opt_Hybrid,4000,1000,8,2,20,5,0.000577,0.000000,0.00e+00,110.8812,0.0000
Opt_Hybrid,4000,1000,8,4,10,1,0.000596,0.020361,8.24e-16,107.3578,34.1553
Opt_Hybrid,4000,1000,8,4,10,2,0.000589,0.000000,0.00e+00,108.7437,0.0000
Opt_Hybrid,4000,1000,8,4,10,3,0.000588,0.000000,0.00e+00,108.7514,0.0000
Opt_Hybrid,4000,1000,8,4,10,4,0.000589,0.000000,0.00e+00,108.7256,0.0000
Opt_Hybrid,4000,1000,8,4,10,5,0.000596,0.000000,0.00e+00,107.4036,0.0000
Opt_Hybrid,4000,1000,8,8,5,1,0.004385,0.019996,8.24e-16,14.5968,4.5605
Opt_Hybrid,4000,1000,8,8,5,2,0.006397,0.000000,0.00e+00,10.0055,0.0000
Opt_Hybrid,4000,1000,8,8,5,3,0.004427,0.000000,0.00e+00,14.4556,0.0000
Opt_Hybrid,4000,1000,8,8,5,4,0.003258,0.000000,0.00e+00,19.6440,0.0000
Opt_Hybrid,4000,1000,8,8,5,5,0.004841,0.000000,0.00e+00,13.2205,0.0000
Serial,4000,1000,20,1,1,1,0.019460,0.040544,0.00e+00,8.2221,2.0835
Serial,4000,1000,20,1,1,2,0.019404,0.000000,0.00e+00,8.2458,0.0000
Serial,4000,1000,20,1,1,3,0.019815,0.000000,0.00e+00,8.0746,0.0000
Serial,4000,1000,20,1,1,4,0.019156,0.000000,0.00e+00,8.3526,0.0000
Serial,4000,1000,20,1,1,5,0.019257,0.000000,0.00e+00,8.3089,0.0000
Naive_SMP,4000,1000,20,1,40,1,0.034421,0.040297,0.00e+00,4.6483,1.1707
Naive_SMP,4000,1000,20,1,40,2,0.034780,0.000000,0.00e+00,4.6003,0.0000
Naive_SMP,4000,1000,20,1,40,3,0.034866,0.000000,0.00e+00,4.5890,0.0000
Naive_SMP,4000,1000,20,1,40,4,0.034806,0.000000,0.00e+00,4.5969,0.0000
Naive_SMP,4000,1000,20,1,40,5,0.034854,0.000000,0.00e+00,4.5906,0.0000
Naive_Hybrid,4000,1000,20,2,20,1,0.002198,0.040938,0.00e+00,72.7850,18.6227
Naive_Hybrid,4000,1000,20,2,20,2,0.002210,0.000000,0.00e+00,72.3947,0.0000
Naive_Hybrid,4000,1000,20,2,20,3,0.002198,0.000000,0.00e+00,72.7850,0.0000
Naive_Hybrid,4000,1000,20,2,20,4,0.002199,0.000000,0.00e+00,72.7668,0.0000
Naive_Hybrid,4000,1000,20,2,20,5,0.002202,0.000000,0.00e+00,72.6726,0.0000
Opt_SMP,4000,1000,20,1,40,1,0.018939,0.040936,0.00e+00,8.4483,2.1615
Opt_SMP,4000,1000,20,1,40,2,0.018805,0.000000,0.00e+00,8.5083,0.0000
Opt_SMP,4000,1000,20,1,40,3,0.019102,0.000000,0.00e+00,8.3762,0.0000
Opt_SMP,4000,1000,20,1,40,4,0.018760,0.000000,0.00e+00,8.5289,0.0000
Opt_SMP,4000,1000,20,1,40,5,0.018856,0.000000,0.00e+00,8.4856,0.0000
Opt_Hybrid,4000,1000,20,2,20,1,0.001183,0.040061,0.00e+00,135.3013,33.8773
Opt_Hybrid,4000,1000,20,2,20,2,0.001183,0.000000,0.00e+00,135.2175,0.0000
Opt_Hybrid,4000,1000,20,2,20,3,0.001176,0.000000,0.00e+00,136.0035,0.0000
Opt_Hybrid,4000,1000,20,2,20,4,0.001185,0.000000,0.00e+00,135.0018,0.0000
Opt_Hybrid,4000,1000,20,2,20,5,0.001198,0.000000,0.00e+00,133.5591,0.0000
Opt_Hybrid,4000,1000,20,4,10,1,0.001208,0.042669,1.24e-15,132.4696,35.3269
Opt_Hybrid,4000,1000,20,4,10,2,0.001202,0.000000,0.00e+00,133.1443,0.0000
Opt_Hybrid,4000,1000,20,4,10,3,0.001278,0.000000,0.00e+00,125.1480,0.0000
Opt_Hybrid,4000,1000,20,4,10,4,0.001202,0.000000,0.00e+00,133.0870,0.0000
Opt_Hybrid,4000,1000,20,4,10,5,0.001196,0.000000,0.00e+00,133.7267,0.0000
Opt_Hybrid,4000,1000,20,8,5,1,0.004969,0.042025,1.24e-15,32.2013,8.4579
Opt_Hybrid,4000,1000,20,8,5,2,0.006300,0.000000,0.00e+00,25.3988,0.0000
Opt_Hybrid,4000,1000,20,8,5,3,0.005799,0.000000,0.00e+00,27.5914,0.0000
Opt_Hybrid,4000,1000,20,8,5,4,0.005199,0.000000,0.00e+00,30.7730,0.0000
Opt_Hybrid,4000,1000,20,8,5,5,0.005863,0.000000,0.00e+00,27.2886,0.0000
Serial,4000,1000,32,1,1,1,0.028405,0.061805,0.00e+00,9.0125,2.1759
Serial,4000,1000,32,1,1,2,0.028797,0.000000,0.00e+00,8.8897,0.0000
Serial,4000,1000,32,1,1,3,0.028435,0.000000,0.00e+00,9.0029,0.0000
Serial,4000,1000,32,1,1,4,0.028707,0.000000,0.00e+00,8.9178,0.0000
Serial,4000,1000,32,1,1,5,0.028601,0.000000,0.00e+00,8.9508,0.0000
Naive_SMP,4000,1000,32,1,40,1,0.050388,0.063840,0.00e+00,5.0806,1.2670
Naive_SMP,4000,1000,32,1,40,2,0.050243,0.000000,0.00e+00,5.0953,0.0000
Naive_SMP,4000,1000,32,1,40,3,0.052247,0.000000,0.00e+00,4.8998,0.0000
Naive_SMP,4000,1000,32,1,40,4,0.051887,0.000000,0.00e+00,4.9338,0.0000
Naive_SMP,4000,1000,32,1,40,5,0.052396,0.000000,0.00e+00,4.8859,0.0000
Naive_Hybrid,4000,1000,32,2,20,1,0.003321,0.062479,0.00e+00,77.0899,18.8145
Naive_Hybrid,4000,1000,32,2,20,2,0.003264,0.000000,0.00e+00,78.4300,0.0000
Naive_Hybrid,4000,1000,32,2,20,3,0.003257,0.000000,0.00e+00,78.6101,0.0000
Naive_Hybrid,4000,1000,32,2,20,4,0.003269,0.000000,0.00e+00,78.3073,0.0000
Naive_Hybrid,4000,1000,32,2,20,5,0.003275,0.000000,0.00e+00,78.1627,0.0000
Opt_SMP,4000,1000,32,1,40,1,0.027926,0.061756,0.00e+00,9.1672,2.2115
Opt_SMP,4000,1000,32,1,40,2,0.029460,0.000000,0.00e+00,8.6896,0.0000
Opt_SMP,4000,1000,32,1,40,3,0.028798,0.000000,0.00e+00,8.8894,0.0000
Opt_SMP,4000,1000,32,1,40,4,0.028984,0.000000,0.00e+00,8.8326,0.0000
Opt_SMP,4000,1000,32,1,40,5,0.029091,0.000000,0.00e+00,8.7999,0.0000
Opt_Hybrid,4000,1000,32,2,20,1,0.001807,0.063490,0.00e+00,141.6713,35.1354
Opt_Hybrid,4000,1000,32,2,20,2,0.001844,0.000000,0.00e+00,138.8150,0.0000
Opt_Hybrid,4000,1000,32,2,20,3,0.001829,0.000000,0.00e+00,139.9357,0.0000
Opt_Hybrid,4000,1000,32,2,20,4,0.001813,0.000000,0.00e+00,141.1976,0.0000
Opt_Hybrid,4000,1000,32,2,20,5,0.001840,0.000000,0.00e+00,139.1234,0.0000
Opt_Hybrid,4000,1000,32,4,10,1,0.001852,0.061338,1.50e-15,138.2302,33.1201
Opt_Hybrid,4000,1000,32,4,10,2,0.001845,0.000000,0.00e+00,138.7754,0.0000
Opt_Hybrid,4000,1000,32,4,10,3,0.001861,0.000000,0.00e+00,137.5372,0.0000
Opt_Hybrid,4000,1000,32,4,10,4,0.001840,0.000000,0.00e+00,139.1150,0.0000
Opt_Hybrid,4000,1000,32,4,10,5,0.001838,0.000000,0.00e+00,139.2892,0.0000
Opt_Hybrid,4000,1000,32,8,5,1,0.006287,0.070564,1.50e-15,40.7206,11.2243
Opt_Hybrid,4000,1000,32,8,5,2,0.008334,0.000000,0.00e+00,30.7172,0.0000
Opt_Hybrid,4000,1000,32,8,5,3,0.007498,0.000000,0.00e+00,34.1402,0.0000
Opt_Hybrid,4000,1000,32,8,5,4,0.007463,0.000000,0.00e+00,34.3013,0.0000
Opt_Hybrid,4000,1000,32,8,5,5,0.006957,0.000000,0.00e+00,36.7985,0.0000
Serial,1000,250,3,1,1,1,0.000577,0.000767,0.00e+00,2.6019,1.3296
Serial,1000,250,3,1,1,2,0.000567,0.000000,0.00e+00,2.6478,0.0000
Serial,1000,250,3,1,1,3,0.000581,0.000000,0.00e+00,2.5806,0.0000
Serial,1000,250,3,1,1,4,0.000560,0.000000,0.00e+00,2.6808,0.0000
Serial,1000,250,3,1,1,5,0.000574,0.000000,0.00e+00,2.6141,0.0000
Naive_SMP,1000,250,3,1,40,1,0.000871,0.000740,0.00e+00,1.7212,0.8495
Naive_SMP,1000,250,3,1,40,2,0.000852,0.000000,0.00e+00,1.7614,0.0000
Naive_SMP,1000,250,3,1,40,3,0.000860,0.000000,0.00e+00,1.7435,0.0000
Naive_SMP,1000,250,3,1,40,4,0.000873,0.000000,0.00e+00,1.7174,0.0000
Naive_SMP,1000,250,3,1,40,5,0.000856,0.000000,0.00e+00,1.7515,0.0000
Naive_Hybrid,1000,250,3,2,20,1,0.000110,0.001079,0.00e+00,13.6899,9.8519
Naive_Hybrid,1000,250,3,2,20,2,0.000123,0.000000,0.00e+00,12.1474,0.0000
Naive_Hybrid,1000,250,3,2,20,3,0.000057,0.000000,0.00e+00,26.4564,0.0000
Naive_Hybrid,1000,250,3,2,20,4,0.000084,0.000000,0.00e+00,17.8887,0.0000
Naive_Hybrid,1000,250,3,2,20,5,0.000098,0.000000,0.00e+00,15.2369,0.0000
Opt_SMP,1000,250,3,1,40,1,0.000706,0.000788,0.00e+00,2.1251,1.1160
Opt_SMP,1000,250,3,1,40,2,0.000720,0.000000,0.00e+00,2.0828,0.0000
Opt_SMP,1000,250,3,1,40,3,0.000721,0.000000,0.00e+00,2.0802,0.0000
Opt_SMP,1000,250,3,1,40,4,0.000719,0.000000,0.00e+00,2.0857,0.0000
Opt_SMP,1000,250,3,1,40,5,0.000712,0.000000,0.00e+00,2.1060,0.0000
Opt_Hybrid,1000,250,3,2,20,1,0.000105,0.001078,0.00e+00,14.2549,10.2420
Opt_Hybrid,1000,250,3,2,20,2,0.000110,0.000000,0.00e+00,13.5984,0.0000
Opt_Hybrid,1000,250,3,2,20,3,0.000115,0.000000,0.00e+00,13.0353,0.0000
Opt_Hybrid,1000,250,3,2,20,4,0.000138,0.000000,0.00e+00,10.9041,0.0000
Opt_Hybrid,1000,250,3,2,20,5,0.000036,0.000000,0.00e+00,41.3528,0.0000
Opt_Hybrid,1000,250,3,4,10,1,0.000112,0.000896,3.73e-16,13.4025,8.0034
Opt_Hybrid,1000,250,3,4,10,2,0.000127,0.000000,0.00e+00,11.8577,0.0000
Opt_Hybrid,1000,250,3,4,10,3,0.000094,0.000000,0.00e+00,16.0398,0.0000
Opt_Hybrid,1000,250,3,4,10,4,0.000142,0.000000,0.00e+00,10.5652,0.0000
Opt_Hybrid,1000,250,3,4,10,5,0.000145,0.000000,0.00e+00,10.3797,0.0000
Opt_Hybrid,1000,250,3,8,5,1,0.001941,0.000841,3.73e-16,0.7730,0.4336
Opt_Hybrid,1000,250,3,8,5,2,0.003651,0.000000,0.00e+00,0.4109,0.0000
Opt_Hybrid,1000,250,3,8,5,3,0.004142,0.000000,0.00e+00,0.3622,0.0000
Opt_Hybrid,1000,250,3,8,5,4,0.005156,0.000000,0.00e+00,0.2909,0.0000
Opt_Hybrid,1000,250,3,8,5,5,0.001899,0.000000,0.00e+00,0.7899,0.0000
Serial,1000,250,6,1,1,1,0.000723,0.000961,0.00e+00,4.1517,1.3292
Serial,1000,250,6,1,1,2,0.000735,0.000000,0.00e+00,4.0799,0.0000
Serial,1000,250,6,1,1,3,0.000731,0.000000,0.00e+00,4.1020,0.0000
Serial,1000,250,6,1,1,4,0.000727,0.000000,0.00e+00,4.1283,0.0000
Serial,1000,250,6,1,1,5,0.000758,0.000000,0.00e+00,3.9570,0.0000
Naive_SMP,1000,250,6,1,40,1,0.001147,0.000998,0.00e+00,2.6153,0.8698
Naive_SMP,1000,250,6,1,40,2,0.001157,0.000000,0.00e+00,2.5918,0.0000
Naive_SMP,1000,250,6,1,40,3,0.001136,0.000000,0.00e+00,2.6414,0.0000
Naive_SMP,1000,250,6,1,40,4,0.001146,0.000000,0.00e+00,2.6188,0.0000
Naive_SMP,1000,250,6,1,40,5,0.001115,0.000000,0.00e+00,2.6914,0.0000
Naive_Hybrid,1000,250,6,2,20,1,0.000068,0.001607,0.00e+00,44.2637,23.7126
Naive_Hybrid,1000,250,6,2,20,2,0.000067,0.000000,0.00e+00,44.6496,0.0000
Naive_Hybrid,1000,250,6,2,20,3,0.000065,0.000000,0.00e+00,45.8599,0.0000
Naive_Hybrid,1000,250,6,2,20,4,0.000067,0.000000,0.00e+00,45.0994,0.0000
Naive_Hybrid,1000,250,6,2,20,5,0.000069,0.000000,0.00e+00,43.4762,0.0000
Opt_SMP,1000,250,6,1,40,1,0.000881,0.001066,0.00e+00,3.4064,1.2104
Opt_SMP,1000,250,6,1,40,2,0.000885,0.000000,0.00e+00,3.3892,0.0000
Opt_SMP,1000,250,6,1,40,3,0.000935,0.000000,0.00e+00,3.2085,0.0000
Opt_SMP,1000,250,6,1,40,4,0.000921,0.000000,0.00e+00,3.2560,0.0000
Opt_SMP,1000,250,6,1,40,5,0.000917,0.000000,0.00e+00,3.2713,0.0000
Opt_Hybrid,1000,250,6,2,20,1,0.000053,0.001614,0.00e+00,56.4604,30.3716
Opt_Hybrid,1000,250,6,2,20,2,0.000080,0.000000,0.00e+00,37.7281,0.0000
Opt_Hybrid,1000,250,6,2,20,3,0.000048,0.000000,0.00e+00,62.0145,0.0000
Opt_Hybrid,1000,250,6,2,20,4,0.000049,0.000000,0.00e+00,61.3304,0.0000
Opt_Hybrid,1000,250,6,2,20,5,0.000056,0.000000,0.00e+00,53.9676,0.0000
Opt_Hybrid,1000,250,6,4,10,1,0.000147,0.001220,3.15e-16,20.4601,8.3188
